Route CouplingHop CouplingFFTT
10|1(1) 4.98151002771 4.6773780706
10|1(2) 4.40170876782 4.6420168869
10|1(3) 4.56783897237 4.52994568668
10|1(4) 4.23562800678 4.1782181979
10|1(5) 4.05426920015 4.49992912188
10|1(6) 3.96311390302 4.09259794565
10|1(7) 3.77491953068 4.15792164126
10|1(8) 8.09217259742 7.81079736052
10|11(1) 5.27398504828 4.84863574769
10|11(2) 4.7792972448 4.81211328556
10|11(3) 4.91611035443 4.70858582978
10|11(4) 5.4725243851 5.36181042114
10|11(5) 5.40742886184 5.34639553762
10|11(6) 4.619919473 4.38749547998
10|11(7) 4.87624939204 4.73568191793
10|11(8) 4.94838487559 4.73568191793
10|12(1) 6.17716827872 5.88158192103
10|12(2) 6.0007614301 5.86012934286
10|12(3) 5.32793410169 5.07905904086
10|12(4) 5.41930571419 5.07905904086
10|12(5) 5.51196285803 5.80473856952
10|12(6) 5.42973211505 5.78422712617
10|12(7) 5.67809306258 5.66730099887
10|12(8) 5.57509604402 5.6475083296
10|13(1) 4.4354876771 4.69285753453
10|13(2) 3.80455473644 4.65694298597
10|13(3) 3.99837330841 4.54435696662
10|13(4) 3.65885801458 4.19141951901
10|13(5) 3.44959785309 4.51385360587
10|13(6) 3.38861118116 4.10524242939
10|13(7) 3.17353189848 4.17070213785
10|13(8) 8.11009587097 7.83475686163
10|14(1) 5.75355622469 5.53674092873
10|14(2) 5.39798567127 5.49930629732
10|14(3) 5.49101858582 5.42303858353
10|14(4) 5.50219776416 5.44018312273
10|14(5) 6.05472365053 5.88715948327
10|14(6) 5.95867511162 5.87540475579
10|14(7) 5.26385150516 5.19717672513
10|14(8) 5.55497871457 5.44418531471
10|15(1) 5.74966254802 5.51627641637
10|15(2) 5.63482146374 5.48949958376
10|15(3) 5.44327047358 5.48728564997
10|15(4) 5.52347126198 5.42761818406
10|15(5) 5.534212439 5.44104584326
10|15(6) 6.00606836719 5.79095048779
10|15(7) 5.9266234394 5.7818950533
10|15(8) 5.32551136954 5.25055048979
10|16(1) 5.36116014259 5.36910488475
10|16(2) 5.45789637628 5.35485062412
10|16(3) 4.80047070225 4.80274672958
10|16(4) 4.91395657662 5.32451985498
10|16(5) 5.0486771388 5.3107078711
10|16(6) 5.03636830629 5.22753285168
10|16(7) 5.1594306085 5.21408870381
10|16(8) 4.76378361541 4.93731511019
10|17(1) 4.87781755473 4.19550353555
10|17(2) 4.87592150348 4.18840254234
10|17(3) 4.47222510643 3.83647500294
10|17(4) 4.52704807393 3.83647500294
10|17(5) 4.54392067283 4.18418483255
10|17(6) 4.56778192216 4.17720731486
10|17(7) 4.64082995881 4.12801592936
10|17(8) 4.65723664768 4.12117013185
10|18(1) 7.90192589304 6.31241962024
10|18(2) 7.83461451706 6.31241962024
10|18(3) 7.6419894092 6.26146609218
10|18(4) 7.57692174575 6.26146609218
10|18(5) 7.79427543003 6.26958482922
10|18(6) 7.61153220503 6.18557245624
10|18(7) 7.54646454158 6.18557245624
10|18(8) 7.35260131095 5.96623719953
10|19(1) 8.0529607015 6.65966568324
10|19(2) 7.98999199494 6.65966568324
10|19(3) 7.71294085073 6.60451444873
10|19(4) 7.65871779785 6.60451444873
10|19(5) 7.94731855467 6.61929165426
10|19(6) 7.50728924335 6.55928156161
10|19(7) 7.45453167839 6.55928156161
10|19(8) 7.24771079874 6.12547452205
10|2(1) 6.81272280483 5.82053684301
10|2(2) 6.76934436253 5.82053684301
10|2(3) 6.69193230194 5.78443994727
10|2(4) 6.65289170387 5.78443994727
10|2(5) 6.5496833143 5.55732526196
10|2(6) 6.506304872 5.55732526196
10|2(7) 6.76619430914 5.79968093863
10|2(8) 6.56275385245 5.75819553411
10|20(1) 7.9834792741 6.77570450751
10|20(2) 7.92925622123 6.77570450751
10|20(3) 7.69339860359 6.72425083132
10|20(4) 7.64578811815 6.72425083132
10|20(5) 7.89399096948 6.73703458546
10|20(6) 7.51269462203 6.68134430222
10|20(7) 7.46621771957 6.68134430222
10|20(8) 7.28401837321 6.28187415806
10|21(1) 7.40084103416 6.41659161607
10|21(2) 7.35204028657 6.41659161607
10|21(3) 7.20128289436 6.37168062699
10|21(4) 7.15790445206 6.37168062699
10|21(5) 7.33429398462 6.38554863953
10|21(6) 7.04699047009 6.33588389672
10|21(7) 7.0045550374 6.33588389672
10|21(8) 6.83819911247 5.9712275165
10|22(1) 4.6921399647 4.19239767496
10|22(2) 4.70226352404 4.18597418519
10|22(3) 4.38687571384 3.86715307258
10|22(4) 4.59437099956 4.17374224936
10|22(5) 4.6101131762 4.16740078232
10|22(6) 4.4297061572 3.86715307258
10|22(7) 4.43962875258 4.18218011987
10|22(8) 4.46474924722 4.17585785216
10|23(1) 8.41795590627 6.91604274373
10|23(2) 8.28782057938 6.91604274373
10|23(3) 8.18385941231 6.81963030059
10|23(4) 7.84121586543 6.66151767288
10|23(5) 7.71921399647 6.66151767288
10|23(6) 7.35553696092 6.26303032213
10|23(7) 7.24071167248 6.26303032213
10|23(8) 7.67890723243 6.68523381025
10|24(1) 7.82322235962 6.96624995058
