Route CouplingHop CouplingFFTT
10|1(1) 2.50803063998 0.0
10|1(2) 2.01383741043 0.0
10|1(3) 1.89440737995 0.481629009597
10|1(4) 0.568322213986 0.143939775598
10|1(5) 0.996623012931 0.192429222127
10|1(6) 0.84012849024 0.20136327356
10|1(7) 0.914257474673 0.238902092588
10|1(8) 4.76896466518 3.74793724478
10|11(1) 12.0583148011 9.34107913423
10|11(2) 11.1611640151 9.28818071637
10|11(3) 11.4688128773 7.73320889883
10|11(4) 11.6519781457 7.63890147324
10|11(5) 11.4694012025 7.63890147324
10|11(6) 10.7305823244 7.70239035037
10|11(7) 11.059524274 7.60968354482
10|11(8) 10.8865566436 7.60968354482
10|12(1) 11.6695494605 9.61856085044
10|12(2) 10.9649122807 9.57459784848
10|12(3) 12.0270158965 8.40604823326
10|12(4) 12.0830244626 8.32579956277
10|12(5) 11.9100568322 8.32579956277
10|12(6) 11.3000370645 8.37496462844
10|12(7) 11.4986409686 8.29583110377
10|12(8) 11.3343217198 8.29583110377
10|13(1) 12.5513848642 11.6378239545
10|13(2) 12.511642052 11.5458253462
10|13(3) 12.3852426299 11.5458253462
10|13(4) 12.0228618085 11.5844228833
10|13(5) 12.0628906643 11.4936240097
10|13(6) 11.9411727022 11.4936240097
10|13(7) 12.0239361416 11.5487980611
10|13(8) 12.063805837 11.4582784154
10|14(1) 11.8465177027 8.46852210842
10|14(2) 11.5623565957 8.46852210842
10|14(3) 11.137879911 8.41130236445
10|14(4) 11.3278354337 8.41130236445
10|14(5) 11.0831068281 8.42392396904
10|14(6) 10.8178897949 8.42392396904
10|14(7) 10.5059666565 8.36782680547
10|14(8) 10.6847483248 8.36782680547
10|15(1) 13.5903138127 13.8598738272
10|15(2) 14.1314553991 14.0731026553
10|15(3) 13.1373033523 13.8598738272
10|15(4) 12.5753169489 13.5909181905
10|15(5) 12.5791184353 13.5341283149
10|15(6) 12.8827189613 13.793264372
10|15(7) 12.157153447 13.5909181905
10|15(8) 11.7088495888 13.2834928425
10|16(1) 12.3613332813 11.1003807806
10|16(2) 12.3494590733 11.0065086387
10|16(3) 12.20657277 11.0065086387
10|16(4) 11.7630343464 11.0481769276
10|16(5) 11.8513713862 10.9555944388
10|16(6) 11.7144386789 10.9555944388
10|16(7) 11.7086730912 10.8625376685
10|16(8) 11.8060703402 10.773378672
10|17(1) 1.93970842599 1.61803131969
10|17(2) 2.75924553167 1.60206390482
10|17(3) 2.51626719381 1.60206390482
