Route CouplingHop CouplingFFTT
10|11(1) 5.63035084774 4.43152340199
10|11(2) 5.60852778244 4.43152340199
10|11(3) 5.54954954955 4.44863868076
10|11(4) 5.52918135527 4.44863868076
10|11(5) 2.71445358402 2.91583818294
10|11(6) 2.94947121034 2.9030680888
10|11(7) 5.63138389225 3.9523683069
10|11(8) 5.40853897376 3.93650595907
10|12(1) 5.7965418835 4.98495194628
10|12(2) 5.57148452801 4.95879005949
10|12(3) 5.15785350568 4.8316437868
10|12(4) 5.42734038386 4.85920850397
10|12(5) 4.98678025852 4.80775312583
10|12(6) 5.23942420682 4.83507702289
10|12(7) 5.21739130435 4.76599651839
10|12(8) 5.05287896592 4.74333427809
10|13(1) 2.83587935762 3.54263022929
10|13(2) 2.73207990599 3.51241778481
10|13(3) 2.19153936545 3.37793458674
10|13(4) 2.23736780259 3.35326629273
10|13(5) 1.78613396005 2.58734267562
10|13(6) 1.53153153153 2.52441350779
10|13(7) 2.53819036428 2.56807504132
10|13(8) 2.41774383079 2.56576516071
10|14(1) 7.05575140358 6.92187970744
10|14(2) 6.81180035871 6.89345997547
10|14(3) 6.82416970746 6.89141223763
10|14(4) 6.60399529965 6.863463237
10|14(5) 6.58296740677 6.84345698954
10|14(6) 6.48524955161 6.77555720411
10|14(7) 6.37485311398 6.81603349878
10|14(8) 6.69800235018 6.79365150741
10|15(1) 4.83413179065 4.96106917197
10|15(2) 4.66174248783 4.94085645122
10|15(3) 4.21856639248 4.84158790321
10|15(4) 4.50730233339 4.86319149383
10|15(5) 4.09870740306 4.82276015822
10|15(6) 4.36819428124 4.84421554521
10|15(7) 4.34469251861 4.78959821499
10|15(8) 4.22444183314 4.77153696034
10|16(1) 7.61195978587 7.77561544556
10|16(2) 7.21504112808 7.54162298158
10|16(3) 7.47165496872 7.75804322352
10|16(4) 7.08186447317 7.52476280897
10|16(5) 7.1021021021 7.52213159954
10|16(6) 6.97557722235 7.50538364964
10|16(7) 7.47800679646 7.75491197572
10|16(8) 7.08839274057 7.52218370354
10|17(1) 7.39872595708 6.82838206957
10|17(2) 7.27108379282 6.81659236658
10|17(3) 7.27710988581 6.81587089016
10|17(4) 7.15569917744 6.80416397504
10|17(5) 7.3433480484 6.80349351173
10|17(6) 7.11199493808 6.76678205181
10|17(7) 7.21380419321 6.79184841663
10|17(8) 7.21564373738 6.7745161017
10|19(1) 3.08208829948 3.34153726025
10|19(2) 3.03844216888 3.34153726025
10|19(3) 2.65961613788 2.92243800354
10|19(4) 2.98472385429 2.90711053136
10|19(5) 2.27085781434 2.72775222074
10|19(6) 2.5910693302 2.60614361441
10|19(7) 2.55287896592 2.60614361441
10|19(8) 2.17391304348 2.31771815808
10|2(1) 2.18566392479 2.22676371133
10|2(2) 2.20524872699 2.2256137191
10|2(3) 2.08969839405 2.20798741509
10|2(4) 2.03561420953 2.19486576554
10|2(5) 2.1151586369 2.20701911628
10|2(6) 2.06311901964 2.19401941692
10|2(7) 1.68820994908 2.17367897224
10|2(8) 2.02506854681 2.20067634187
10|20(1) 5.77590378102 6.38032981676
10|20(2) 5.58950254602 6.354598668
10|20(3) 4.26086956522 3.01288263021
10|20(4) 4.24559341951 3.01288263021
10|20(5) 5.45240893067 3.28454871275
10|20(6) 5.43852152548 3.28454871275
10|20(7) 4.26836774663 3.03786805536
10|20(8) 4.25381903643 3.03786805536
10|21(1) 5.10771641206 5.00607462357
10|21(2) 4.90102142276 4.97961073125
10|21(3) 4.42375485854 4.85137820649
10|21(4) 4.73470125644 4.87905550889
10|21(5) 4.28067819372 4.82721771338
10|21(6) 4.56941413463 4.85465223311
10|21(7) 4.54423367467 4.78490920299
10|21(8) 4.4026635331 4.76199657701
10|22(1) 5.70309439875 5.15834514927
10|22(2) 5.55389381476 5.13746560143
10|22(3) 5.42538190364 5.1356888462
10|22(4) 5.28230093447 5.11514704367
10|22(5) 5.27187266318 5.03742049589
10|22(6) 5.45561371648 5.05831358558
10|22(7) 5.58273688708 5.1500984935
10|22(8) 5.33825751217 5.13192375627
10|23(1) 4.79631805719 4.45252588257
10|23(2) 4.77085781434 4.45252588257
10|23(3) 4.76724215855 4.46934607555
10|23(4) 4.74374039591 4.46934607555
10|23(5) 4.02115158637 2.9030680888
10|23(6) 3.99921660791 2.89040936177
10|23(7) 4.7217177652 3.96835900818
10|23(8) 4.60453764802 3.9523683069
10|24(1) 2.68860164512 3.36344897998
10|24(2) 2.62436349393 2.92243800354
10|24(3) 3.04935370153 2.90711053136
10|24(4) 2.09949079514 2.61887721524
10|24(5) 2.38151194673 2.46692259193
10|24(6) 2.12858821554 2.38742925154
10|24(7) 2.61652957305 2.37759769649
10|24(8) 1.91408800104 2.25323341102
10|3(1) 4.6866431649 4.83983455049
10|3(2) 4.51233842538 4.81588842363
10|3(3) 4.03507186116 4.69697103429
10|3(4) 4.34601825906 4.72356224548
10|3(5) 4.56114977854 4.84037939856
10|3(6) 3.91975826758 4.67505238378
10|3(7) 4.40825919087 4.81725172949
10|3(8) 4.20849420849 4.70141941545
10|4(1) 5.17542387108 4.82024007902
10|4(2) 4.99177438308 4.7965604436
10|4(3) 4.57814336075 4.67861153851
10|4(4) 4.84763023893 4.70509881047
10|4(5) 5.03407755582 4.82145934928
10|4(6) 4.44330199765 4.65693202571
10|4(7) 4.87074030552 4.79858021153
10|4(8) 4.69594594595 4.68319685993
10|5(1) 1.821386604 1.45726994368
10|5(2) 1.96407587712 1.4631301092
10|5(3) 1.47277712495 1.17133101366
10|5(4) 1.60752056404 1.17793980208
10|5(5) 1.24089306698 1.08649784644
10|5(6) 1.38446747142 1.09274935761
10|5(7) 2.27112487982 2.10422433067
10|5(8) 2.31688209949 2.10531387328
10|6(1) 6.05366235801 5.28323120317
10|6(2) 5.99099099099 5.28323120317
10|6(3) 5.94233029016 5.28633735296
10|6(4) 5.88447979752 5.28633735296
10|6(5) 3.09048178613 2.32929771323
10|6(6) 3.23443008226 2.31348800043
10|6(7) 5.24450872277 4.31413796562
10|6(8) 5.18665823014 4.31413796562
10|7(1) 12.0524872699 11.6299163717
10|7(2) 8.32432432432 7.52546864999
10|7(3) 8.89038106429 5.18812499194
10|7(4) 0.517038777908 0.585920664013
10|7(5) 4.26165295731 1.24704230092
10|7(6) 0.957696827262 0.689998363985
10|7(7) 1.79788484136 0.674943850259
10|7(8) 4.91186839013 1.22868862188
10|8(1) 9.90305522914 9.53582169567
10|8(2) 9.41314716251 9.30551493489
10|8(3) 5.41010575793 4.53409623101
10|8(4) 5.35996866432 4.53409623101
10|8(5) 5.22326674501 4.51191052494
10|8(6) 5.17626321974 4.51191052494
10|8(7) 8.51703877791 8.134885345
10|8(8) 5.35987074031 4.54786890821
10|9(1) 11.0943008226 10.7203741839
10|9(2) 10.5979124905 10.5935013014
10|9(3) 10.3283334485 10.4473952598
10|9(4) 10.4085159328 9.98500693441
10|9(5) 3.94437916177 2.84064029985
10|9(6) 9.97780389085 9.88383513441
10|9(7) 5.8620110794 3.27868576357
10|9(8) 9.78770074422 9.10267170914
11|10(1) 11.6098707403 9.71882921322
11|10(2) 9.87501335327 8.2431199533
11|10(3) 9.81469764078 8.5956982548
11|10(4) 9.96655518395 8.5257618633
11|10(5) 10.2775015818 8.28457549872
11|10(6) 8.37250293772 5.30564856433
11|10(7) 9.63908007386 7.86726107689
11|10(8) 8.07481394438 7.41220973297
11|12(1) 8.87753538037 7.7247093675
11|12(2) 8.62025068547 7.68493524771
11|12(3) 8.410693302 7.47920011242
11|12(4) 8.41558950255 7.45620925758
11|12(5) 8.18707403055 7.42161431173
11|12(6) 8.18237367803 7.44429230133
11|12(7) 8.36173129651 7.36758997087
11|12(8) 8.29514296906 7.34646615226
11|14(1) 10.2005231037 9.81862538805
11|14(2) 9.96474735605 9.77500654545
11|14(3) 10.2256169213 9.74060600174
11|14(4) 9.9750293772 9.68248408009
11|14(5) 9.75323149236 9.64060478701
11|14(6) 9.99203972556 9.60738300596
11|14(7) 9.28907168038 9.24989717828
11|14(8) 9.86413043478 9.5504221955
11|15(1) 9.54517177024 9.46763212124
11|15(2) 9.18277961756 9.16215000609
11|15(3) 9.00532245801 9.1300164468
11|15(4) 9.34832969616 9.4284101269
11|15(5) 8.99080666344 9.12507882954
11|15(6) 8.82390464999 9.093323874
11|15(7) 9.5481252003 9.39699317505
11|15(8) 9.17450058754 9.09494903892
11|16(1) 9.83265124195 9.09769396816
